Loyalty#,Behavioral_Month_Cluster_Name
809016,"Avr|Mar Companion
(Less travel on mar)"
350675,"Avr|May Companion
(Less travel on may)"
773219,"Few Trips a Year
(Traveling rarely)"
129515,"Avr|Nov Companion
(Less travel on nov)"
146760,"Moderate travelers
(Current average)"
510841,"Avr|Point Acumulator
(No companions)"
261229,"Avr|Dec Companion
(Less travel on dec)"
496728,"Avr|Point Acumulator
(No companions)"
549862,"Avr|May Companion
(Less travel on may)"
277430,No Traveler
728043,"Few Trips a Year
(Traveling rarely)"
533666,"Avr|Mar Companion
(Less travel on mar)"
645600,"Avr|Oct Companion
(Less travel on oct)"
441340,"Avr|Jun Companion
(Less travel on jun)"
587591,"Avr|Nov Companion
(Less travel on nov)"
642449,"Holiday traveler
(summer companions, winter alone)"
514917,"Avr|Point Acumulator
(No companions)"
401422,No Traveler
260712,"Winter Traveler
(December with someone)"
979075,No Traveler
441359,"Avr|Jan Companion
(Less travel on jan)"
256135,"Avr|Oct Companion
(Less travel on oct)"
765261,"Avr|Feb Companion
(Less travel on feb)"
900359,No Traveler
704112,"Avr|Point Acumulator
(No companions)"
756543,"Avr|Mar Companion
(Less travel on mar)"
141497,"Holiday traveler
(summer companions, winter alone)"
643026,"Avr|Dec Companion
(Less travel on dec)"
325498,"Avr|Mar Companion
(Less travel on mar)"
287385,No Traveler
871145,"Avr|May Companion
(Less travel on may)"
843158,"Avr|Jan Companion
(Less travel on jan)"
896947,"Avr|Nov Companion
(Less travel on nov)"
453719,"Avr|Feb Companion
(Less travel on feb)"
784537,"Avr|Feb Companion
(Less travel on feb)"
346809,"Avr|Mar Companion
(Less travel on mar)"
757938,"Avr|Feb Companion
(Less travel on feb)"
950915,"Avr|Feb Companion
(Less travel on feb)"
764544,"Avr|Jan Companion
(Less travel on jan)"
745738,"Avr|Feb Companion
(Less travel on feb)"
401007,"Moderate travelers
(Current average)"
981674,"Avr|Mar Companion
(Less travel on mar)"
723055,"Avr|Dec Companion
(Less travel on dec)"
357375,"Avr|Point Acumulator
(No companions)"
958143,"Avr|Nov Companion
(Less travel on nov)"
328754,"Avr|Jun Companion
(Less travel on jun)"
946258,"Avr|Mar Companion
(Less travel on mar)"
302957,"Avr|Feb Companion
(Less travel on feb)"
774234,"Avr|Oct Companion
(Less travel on oct)"
557289,"Avr|Jun Companion
(Less travel on jun)"
603531,"Avr|Nov Companion
(Less travel on nov)"
368523,"Few Trips a Year
(Traveling rarely)"
274179,"Holiday traveler
(summer companions, winter alone)"
833679,"Holiday traveler
(summer companions, winter alone)"
742062,"Avr|Feb Companion
(Less travel on feb)"
789303,"Avr|Oct Companion
(Less travel on oct)"
299366,"Few Trips a Year
(Traveling rarely)"
666952,"Avr|Dec Companion
(Less travel on dec)"
289863,"Avr|Nov Companion
(Less travel on nov)"
773390,"Avr|Oct Companion
(Less travel on oct)"
240476,"Avr|Feb Companion
(Less travel on feb)"
865411,"Winter Traveler
(December with someone)"
727446,"Winter Traveler
(December with someone)"
858557,"Avr|Point Acumulator
(No companions)"
388639,"Holiday traveler
(summer companions, winter alone)"
317137,"Few Trips a Year
(Traveling rarely)"
925413,"Avr|Mar Companion
(Less travel on mar)"
650553,"Avr|Point Acumulator
(No companions)"
536066,"Avr|May Companion
(Less travel on may)"
286641,"Avr|Nov Companion
(Less travel on nov)"
561219,"Avr|Jun Companion
(Less travel on jun)"
154864,"Avr|May Companion
(Less travel on may)"
144565,"Avr|Dec Companion
(Less travel on dec)"
536535,"Avr|Feb Companion
(Less travel on feb)"
921563,"Avr|Point Acumulator
(No companions)"
231843,"Moderate travelers
(Current average)"
841437,"Avr|Nov Companion
(Less travel on nov)"
608601,"Holiday traveler
(summer companions, winter alone)"
694388,"Avr|Mar Companion
(Less travel on mar)"
441439,"Few Trips a Year
(Traveling rarely)"
496159,"Avr|Feb Companion
(Less travel on feb)"
804239,"Avr|Nov Companion
(Less travel on nov)"
818870,"Few Trips a Year
(Traveling rarely)"
627502,"Winter Traveler
(December with someone)"
881106,No Traveler
347997,No Traveler
530281,"Avr|Nov Companion
(Less travel on nov)"
806839,"Winter Traveler
(December with someone)"
415896,"Avr|Point Acumulator
(No companions)"
441782,"Avr|Point Acumulator
(No companions)"
109840,"Avr|Feb Companion
(Less travel on feb)"
631683,"Avr|Dec Companion
(Less travel on dec)"
980952,"Avr|Oct Companion
(Less travel on oct)"
492812,"Avr|Mar Companion
(Less travel on mar)"
969689,"Avr|Oct Companion
(Less travel on oct)"
688410,"Avr|Nov Companion
(Less travel on nov)"
102184,"Avr|May Companion
(Less travel on may)"
292084,"Avr|Feb Companion
(Less travel on feb)"
964047,"Avr|Oct Companion
(Less travel on oct)"
997370,"Holiday traveler
(summer companions, winter alone)"
277285,"Avr|Dec Companion
(Less travel on dec)"
696897,"Avr|May Companion
(Less travel on may)"
744698,"Avr|May Companion
(Less travel on may)"
374107,"Avr|Oct Companion
(Less travel on oct)"
558854,"Avr|Point Acumulator
(No companions)"
988223,No Traveler
335137,"Avr|Mar Companion
(Less travel on mar)"
347431,"Avr|Point Acumulator
(No companions)"
299397,"Few Trips a Year
(Traveling rarely)"
426791,"Avr|Mar Companion
(Less travel on mar)"
595965,"Avr|Oct Companion
(Less travel on oct)"
481893,"Avr|Point Acumulator
(No companions)"
456432,"Avr|Jan Companion
(Less travel on jan)"
326240,"Few Trips a Year
(Traveling rarely)"
500060,"Avr|Feb Companion
(Less travel on feb)"
699750,"Avr|Feb Companion
(Less travel on feb)"
754338,"Avr|Jan Companion
(Less travel on jan)"
729518,"Avr|Jan Companion
(Less travel on jan)"
146037,"Moderate travelers
(Current average)"
305687,"Avr|Dec Companion
(Less travel on dec)"
633140,"Avr|Point Acumulator
(No companions)"
326267,"Avr|Feb Companion
(Less travel on feb)"
696026,"Few Trips a Year
(Traveling rarely)"
868161,"Avr|Point Acumulator
(No companions)"
169932,"Avr|Dec Companion
(Less travel on dec)"
751829,"Avr|May Companion
(Less travel on may)"
114743,"Avr|Mar Companion
(Less travel on mar)"
488884,"Avr|May Companion
(Less travel on may)"
663150,"Avr|May Companion
(Less travel on may)"
261573,"Avr|Jan Companion
(Less travel on jan)"
126216,"Avr|Jan Companion
(Less travel on jan)"
261283,"Avr|Nov Companion
(Less travel on nov)"
247471,"Avr|Mar Companion
(Less travel on mar)"
473144,"Avr|Mar Companion
(Less travel on mar)"
652614,"Holiday traveler
(summer companions, winter alone)"
682103,"Avr|Jan Companion
(Less travel on jan)"
902693,"Avr|Point Acumulator
(No companions)"
904805,"Avr|Oct Companion
(Less travel on oct)"
703852,"Few Trips a Year
(Traveling rarely)"
497194,"Moderate travelers
(Current average)"
907950,"Moderate travelers
(Current average)"
154136,"Few Trips a Year
(Traveling rarely)"
687412,"Avr|Dec Companion
(Less travel on dec)"
183374,"Avr|Jan Companion
(Less travel on jan)"
509607,"Avr|Nov Companion
(Less travel on nov)"
997964,"Avr|Dec Companion
(Less travel on dec)"
562411,"Avr|Jun Companion
(Less travel on jun)"
121236,No Traveler
490860,"Avr|Mar Companion
(Less travel on mar)"
633458,"Avr|Jun Companion
(Less travel on jun)"
377289,"Moderate travelers
(Current average)"
463298,No Traveler
444259,"Avr|Mar Companion
(Less travel on mar)"
836984,No Traveler
660922,"Avr|Dec Companion
(Less travel on dec)"
599491,"Avr|Feb Companion
(Less travel on feb)"
732362,"Avr|Point Acumulator
(No companions)"
724510,No Traveler
967298,"Avr|Oct Companion
(Less travel on oct)"
137185,"Avr|Feb Companion
(Less travel on feb)"
528229,"Avr|Point Acumulator
(No companions)"
607696,"Avr|Dec Companion
(Less travel on dec)"
358968,"Winter Traveler
(December with someone)"
327163,"Avr|May Companion
(Less travel on may)"
883230,"Avr|Feb Companion
(Less travel on feb)"
262508,"Winter Traveler
(December with someone)"
963100,"Moderate travelers
(Current average)"
436971,"Winter Traveler
(December with someone)"
619141,"Few Trips a Year
(Traveling rarely)"
928082,"Avr|Oct Companion
(Less travel on oct)"
960934,"Avr|Oct Companion
(Less travel on oct)"
734824,"Avr|Mar Companion
(Less travel on mar)"
296689,"Avr|May Companion
(Less travel on may)"
965698,"Avr|Dec Companion
(Less travel on dec)"
742319,"Avr|Mar Companion
(Less travel on mar)"
894048,"Avr|Oct Companion
(Less travel on oct)"
103436,"Avr|Jan Companion
(Less travel on jan)"
509060,"Winter Traveler
(December with someone)"
768255,"Few Trips a Year
(Traveling rarely)"
934280,"Avr|Jun Companion
(Less travel on jun)"
310983,"Avr|Point Acumulator
(No companions)"
357971,"Moderate travelers
(Current average)"
545144,"Winter Traveler
(December with someone)"
752548,"Avr|Mar Companion
(Less travel on mar)"
402332,"Avr|Point Acumulator
(No companions)"
603082,No Traveler
131815,"Avr|Feb Companion
(Less travel on feb)"
873177,"Moderate travelers
(Current average)"
667517,"Few Trips a Year
(Traveling rarely)"
719719,"Holiday traveler
(summer companions, winter alone)"
307859,"Avr|Feb Companion
(Less travel on feb)"
750300,"Avr|Point Acumulator
(No companions)"
114924,"Winter Traveler
(December with someone)"
821944,"Few Trips a Year
(Traveling rarely)"
202052,"Avr|Dec Companion
(Less travel on dec)"
976605,"Avr|Jun Companion
(Less travel on jun)"
462974,"Avr|Jan Companion
(Less travel on jan)"
105921,"Avr|Point Acumulator
(No companions)"
192405,"Moderate travelers
(Current average)"
819448,No Traveler
273984,"Avr|Point Acumulator
(No companions)"
846033,No Traveler
556313,"Avr|Mar Companion
(Less travel on mar)"
366932,"Holiday traveler
(summer companions, winter alone)"
621279,"Avr|Jan Companion
(Less travel on jan)"
641159,"Avr|Jun Companion
(Less travel on jun)"
163002,"Avr|May Companion
(Less travel on may)"
210247,"Holiday traveler
(summer companions, winter alone)"
238939,"Few Trips a Year
(Traveling rarely)"
756636,No Traveler
224666,No Traveler
810482,"Avr|May Companion
(Less travel on may)"
976489,"Avr|Nov Companion
(Less travel on nov)"
701216,"Holiday traveler
(summer companions, winter alone)"
321666,"Avr|May Companion
(Less travel on may)"
582883,"Moderate travelers
(Current average)"
138759,No Traveler
953281,"Avr|Nov Companion
(Less travel on nov)"
690862,"Avr|Jan Companion
(Less travel on jan)"
705980,"Avr|Feb Companion
(Less travel on feb)"
105251,"Few Trips a Year
(Traveling rarely)"
474921,"Avr|May Companion
(Less travel on may)"
464166,"Avr|Mar Companion
(Less travel on mar)"
811430,No Traveler
711248,"Avr|Oct Companion
(Less travel on oct)"
691626,"Avr|May Companion
(Less travel on may)"
142812,"Avr|Jun Companion
(Less travel on jun)"
756515,"Avr|Dec Companion
(Less travel on dec)"
552945,No Traveler
847502,"Winter Traveler
(December with someone)"
962637,"Avr|Oct Companion
(Less travel on oct)"
811162,"Avr|Feb Companion
(Less travel on feb)"
247721,"Avr|Feb Companion
(Less travel on feb)"
950832,"Avr|May Companion
(Less travel on may)"
548238,"Moderate travelers
(Current average)"
383962,"Winter Traveler
(December with someone)"
512580,"Winter Traveler
(December with someone)"
430555,"Avr|Nov Companion
(Less travel on nov)"
583610,"Avr|Mar Companion
(Less travel on mar)"
199792,"Winter Traveler
(December with someone)"
481987,No Traveler
664052,"Avr|Point Acumulator
(No companions)"
212130,"Avr|Point Acumulator
(No companions)"
109903,"Avr|Nov Companion
(Less travel on nov)"
173416,"Avr|Jun Companion
(Less travel on jun)"
586056,"Few Trips a Year
(Traveling rarely)"
524379,"Avr|May Companion
(Less travel on may)"
627791,"Moderate travelers
(Current average)"
393888,"Avr|Feb Companion
(Less travel on feb)"
791678,"Avr|Point Acumulator
(No companions)"
704267,"Winter Traveler
(December with someone)"
432920,"Avr|Mar Companion
(Less travel on mar)"
168418,"Winter Traveler
(December with someone)"
996539,"Avr|Point Acumulator
(No companions)"
420786,"Few Trips a Year
(Traveling rarely)"
762951,"Avr|Jan Companion
(Less travel on jan)"
638152,"Holiday traveler
(summer companions, winter alone)"
447275,"Avr|Point Acumulator
(No companions)"
773019,No Traveler
654288,"Avr|Oct Companion
(Less travel on oct)"
573078,"Winter Traveler
(December with someone)"
623154,"Few Trips a Year
(Traveling rarely)"
205256,"Moderate travelers
(Current average)"
266604,"Avr|Oct Companion
(Less travel on oct)"
601586,"Avr|Oct Companion
(Less travel on oct)"
450698,"Avr|Point Acumulator
(No companions)"
879844,"Avr|Jan Companion
(Less travel on jan)"
745383,"Holiday traveler
(summer companions, winter alone)"
625784,"Few Trips a Year
(Traveling rarely)"
107067,"Avr|Point Acumulator
(No companions)"
812628,No Traveler
109956,"Avr|Nov Companion
(Less travel on nov)"
214020,"Avr|Feb Companion
(Less travel on feb)"
463070,No Traveler
686224,"Avr|Feb Companion
(Less travel on feb)"
564973,"Avr|Point Acumulator
(No companions)"
239970,"Moderate travelers
(Current average)"
530113,"Holiday traveler
(summer companions, winter alone)"
662209,"Avr|Jun Companion
(Less travel on jun)"
121095,"Avr|Dec Companion
(Less travel on dec)"
529746,No Traveler
240330,"Avr|Feb Companion
(Less travel on feb)"
110752,"Avr|Jun Companion
(Less travel on jun)"
737221,"Few Trips a Year
(Traveling rarely)"
637641,"Moderate travelers
(Current average)"
970976,"Avr|Oct Companion
(Less travel on oct)"
680445,"Avr|Nov Companion
(Less travel on nov)"
180219,"Holiday traveler
(summer companions, winter alone)"
170544,"Moderate travelers
(Current average)"
916634,No Traveler
817456,"Avr|Point Acumulator
(No companions)"
582646,"Holiday traveler
(summer companions, winter alone)"
651006,"Avr|Nov Companion
(Less travel on nov)"
122517,No Traveler
769560,"Avr|Point Acumulator
(No companions)"
852094,"Avr|Oct Companion
(Less travel on oct)"
550262,No Traveler
769763,"Avr|Jun Companion
(Less travel on jun)"
858957,"Avr|Jan Companion
(Less travel on jan)"
117456,"Avr|Jan Companion
(Less travel on jan)"
597267,"Avr|Nov Companion
(Less travel on nov)"
541009,"Avr|Oct Companion
(Less travel on oct)"
702686,No Traveler
707698,"Avr|Feb Companion
(Less travel on feb)"
118076,"Avr|Dec Companion
(Less travel on dec)"
674462,"Avr|Feb Companion
(Less travel on feb)"
702406,"Avr|Point Acumulator
(No companions)"
611538,"Avr|Point Acumulator
(No companions)"
163083,"Avr|Mar Companion
(Less travel on mar)"
404417,"Avr|May Companion
(Less travel on may)"
350863,"Avr|Dec Companion
(Less travel on dec)"
988921,"Avr|Oct Companion
(Less travel on oct)"
989527,"Few Trips a Year
(Traveling rarely)"
336141,"Moderate travelers
(Current average)"
451528,"Winter Traveler
(December with someone)"
397053,"Avr|Nov Companion
(Less travel on nov)"
475500,"Avr|Point Acumulator
(No companions)"
493925,"Avr|Oct Companion
(Less travel on oct)"
271365,"Avr|Oct Companion
(Less travel on oct)"
795607,No Traveler
620792,"Few Trips a Year
(Traveling rarely)"
464044,"Avr|Point Acumulator
(No companions)"
921102,"Avr|Feb Companion
(Less travel on feb)"
431521,"Avr|Oct Companion
(Less travel on oct)"
497861,"Avr|Dec Companion
(Less travel on dec)"
101594,"Avr|Jun Companion
(Less travel on jun)"
283066,"Moderate travelers
(Current average)"
800016,"Avr|Dec Companion
(Less travel on dec)"
918276,"Avr|Point Acumulator
(No companions)"
679531,"Few Trips a Year
(Traveling rarely)"
843972,"Avr|Jun Companion
(Less travel on jun)"
166333,"Avr|Dec Companion
(Less travel on dec)"
743263,"Avr|Nov Companion
(Less travel on nov)"
924493,"Moderate travelers
(Current average)"
169950,No Traveler
345978,"Holiday traveler
(summer companions, winter alone)"
569319,"Avr|Feb Companion
(Less travel on feb)"
212304,"Holiday traveler
(summer companions, winter alone)"
329300,"Avr|May Companion
(Less travel on may)"
369715,No Traveler
186146,No Traveler
348740,"Avr|Dec Companion
(Less travel on dec)"
780504,"Avr|Point Acumulator
(No companions)"
374585,"Avr|Mar Companion
(Less travel on mar)"
955773,No Traveler
276289,"Few Trips a Year
(Traveling rarely)"
417082,"Avr|Dec Companion
(Less travel on dec)"
217967,"Few Trips a Year
(Traveling rarely)"
473622,"Avr|May Companion
(Less travel on may)"
473548,"Few Trips a Year
(Traveling rarely)"
800268,"Holiday traveler
(summer companions, winter alone)"
182124,"Avr|Point Acumulator
(No companions)"
684022,"Avr|Point Acumulator
(No companions)"
161650,"Few Trips a Year
(Traveling rarely)"
329660,"Avr|Jun Companion
(Less travel on jun)"
954174,"Avr|Feb Companion
(Less travel on feb)"
934271,No Traveler
653698,"Avr|May Companion
(Less travel on may)"
997945,"Avr|Jan Companion
(Less travel on jan)"
709948,"Avr|Point Acumulator
(No companions)"
451886,"Holiday traveler
(summer companions, winter alone)"
460043,"Avr|Nov Companion
(Less travel on nov)"
150141,No Traveler
215257,"Avr|Jan Companion
(Less travel on jan)"
240135,"Few Trips a Year
(Traveling rarely)"
822507,"Avr|May Companion
(Less travel on may)"
641997,"Avr|Oct Companion
(Less travel on oct)"
759370,"Avr|Jan Companion
(Less travel on jan)"
359693,"Avr|Dec Companion
(Less travel on dec)"
786613,"Avr|Dec Companion
(Less travel on dec)"
242348,"Avr|Nov Companion
(Less travel on nov)"
902148,"Avr|Oct Companion
(Less travel on oct)"
487807,"Avr|Jun Companion
(Less travel on jun)"
855261,"Avr|Jan Companion
(Less travel on jan)"
771285,"Avr|Dec Companion
(Less travel on dec)"
499875,"Avr|Point Acumulator
(No companions)"
361434,"Avr|Point Acumulator
(No companions)"
522924,"Avr|Dec Companion
(Less travel on dec)"
807211,"Winter Traveler
(December with someone)"
330468,"Moderate travelers
(Current average)"
655715,"Avr|Dec Companion
(Less travel on dec)"
693212,"Avr|Oct Companion
(Less travel on oct)"
970154,"Avr|Point Acumulator
(No companions)"
737906,"Avr|Jan Companion
(Less travel on jan)"
542002,"Moderate travelers
(Current average)"
675541,"Avr|Jan Companion
(Less travel on jan)"
868152,"Avr|Mar Companion
(Less travel on mar)"
527337,"Avr|Mar Companion
(Less travel on mar)"
942102,"Avr|Oct Companion
(Less travel on oct)"
137973,"Winter Traveler
(December with someone)"
937385,"Avr|Dec Companion
(Less travel on dec)"
810621,"Avr|Nov Companion
(Less travel on nov)"
396984,"Avr|Mar Companion
(Less travel on mar)"
567670,No Traveler
440209,"Avr|Jun Companion
(Less travel on jun)"
796692,"Avr|Feb Companion
(Less travel on feb)"
912797,"Avr|Feb Companion
(Less travel on feb)"
874035,"Winter Traveler
(December with someone)"
490479,"Avr|Point Acumulator
(No companions)"
380099,"Avr|Jan Companion
(Less travel on jan)"
154173,"Winter Traveler
(December with someone)"
202807,"Avr|Point Acumulator
(No companions)"
593340,"Avr|Mar Companion
(Less travel on mar)"
445451,"Avr|Jun Companion
(Less travel on jun)"
729561,"Winter Traveler
(December with someone)"
792229,"Avr|Mar Companion
(Less travel on mar)"
152778,"Avr|Feb Companion
(Less travel on feb)"
476431,"Avr|Jun Companion
(Less travel on jun)"
872619,"Holiday traveler
(summer companions, winter alone)"
730771,"Avr|Point Acumulator
(No companions)"
165265,"Avr|Jan Companion
(Less travel on jan)"
128754,"Few Trips a Year
(Traveling rarely)"
232290,"Avr|Nov Companion
(Less travel on nov)"
313292,"Few Trips a Year
(Traveling rarely)"
687593,"Winter Traveler
(December with someone)"
470469,"Avr|Feb Companion
(Less travel on feb)"
624569,"Few Trips a Year
(Traveling rarely)"
203143,"Few Trips a Year
(Traveling rarely)"
500022,"Avr|Mar Companion
(Less travel on mar)"
385718,"Avr|Nov Companion
(Less travel on nov)"
519826,"Avr|May Companion
(Less travel on may)"
297101,"Avr|Jun Companion
(Less travel on jun)"
430503,"Avr|Oct Companion
(Less travel on oct)"
612074,"Avr|Feb Companion
(Less travel on feb)"
639145,"Avr|May Companion
(Less travel on may)"
701223,"Avr|Dec Companion
(Less travel on dec)"
837580,"Avr|Dec Companion
(Less travel on dec)"
792086,"Avr|Jun Companion
(Less travel on jun)"
114021,"Avr|Mar Companion
(Less travel on mar)"
740992,"Avr|Dec Companion
(Less travel on dec)"
824610,"Avr|May Companion
(Less travel on may)"
832062,"Avr|Feb Companion
(Less travel on feb)"
773112,"Avr|Point Acumulator
(No companions)"
829291,"Avr|Point Acumulator
(No companions)"
211575,"Avr|May Companion
(Less travel on may)"
201339,"Avr|Mar Companion
(Less travel on mar)"
261273,"Winter Traveler
(December with someone)"
406254,"Avr|Mar Companion
(Less travel on mar)"
517614,"Few Trips a Year
(Traveling rarely)"
547357,"Avr|Jan Companion
(Less travel on jan)"
934267,"Moderate travelers
(Current average)"
849673,"Avr|Oct Companion
(Less travel on oct)"
244925,"Avr|Jan Companion
(Less travel on jan)"
561620,"Avr|Nov Companion
(Less travel on nov)"
298883,No Traveler
979776,"Avr|Mar Companion
(Less travel on mar)"
154652,"Avr|Oct Companion
(Less travel on oct)"
326564,"Avr|Point Acumulator
(No companions)"
594997,"Few Trips a Year
(Traveling rarely)"
570116,"Avr|Point Acumulator
(No companions)"
632720,"Avr|May Companion
(Less travel on may)"
154230,"Avr|Jan Companion
(Less travel on jan)"
647894,"Avr|Jun Companion
(Less travel on jun)"
167660,"Avr|Point Acumulator
(No companions)"
950403,"Avr|Mar Companion
(Less travel on mar)"
644014,"Avr|Point Acumulator
(No companions)"
582257,"Avr|Jan Companion
(Less travel on jan)"
542180,"Avr|Feb Companion
(Less travel on feb)"
118511,No Traveler
793618,"Avr|Jan Companion
(Less travel on jan)"
682533,No Traveler
599873,No Traveler
294738,"Avr|May Companion
(Less travel on may)"
336484,"Avr|Nov Companion
(Less travel on nov)"
733906,"Avr|Jan Companion
(Less travel on jan)"
661744,"Avr|Oct Companion
(Less travel on oct)"
721088,"Moderate travelers
(Current average)"
846953,"Avr|Dec Companion
(Less travel on dec)"
827164,"Avr|Dec Companion
(Less travel on dec)"
614350,"Moderate travelers
(Current average)"
982446,"Avr|Point Acumulator
(No companions)"
256434,"Avr|Jun Companion
(Less travel on jun)"
673872,"Winter Traveler
(December with someone)"
563749,"Avr|Mar Companion
(Less travel on mar)"
788159,"Moderate travelers
(Current average)"
823628,"Holiday traveler
(summer companions, winter alone)"
799064,No Traveler
603433,No Traveler
617670,"Avr|Point Acumulator
(No companions)"
382671,"Avr|Oct Companion
(Less travel on oct)"
517405,"Avr|Dec Companion
(Less travel on dec)"
542696,"Avr|Mar Companion
(Less travel on mar)"
700260,"Avr|Jan Companion
(Less travel on jan)"
881156,"Holiday traveler
(summer companions, winter alone)"
857481,"Avr|Oct Companion
(Less travel on oct)"
792412,"Few Trips a Year
(Traveling rarely)"
734952,"Winter Traveler
(December with someone)"
428649,"Avr|May Companion
(Less travel on may)"
552576,"Avr|Nov Companion
(Less travel on nov)"
389565,"Avr|Nov Companion
(Less travel on nov)"
420148,"Moderate travelers
(Current average)"
479815,"Few Trips a Year
(Traveling rarely)"
790649,"Moderate travelers
(Current average)"
799919,"Avr|Point Acumulator
(No companions)"
903648,"Moderate travelers
(Current average)"
657668,"Holiday traveler
(summer companions, winter alone)"
859549,"Avr|Feb Companion
(Less travel on feb)"
754436,"Avr|Oct Companion
(Less travel on oct)"
138993,"Avr|Oct Companion
(Less travel on oct)"
491351,"Avr|Mar Companion
(Less travel on mar)"
481018,"Avr|Feb Companion
(Less travel on feb)"
495473,"Avr|Feb Companion
(Less travel on feb)"
789826,"Moderate travelers
(Current average)"
289968,"Avr|Feb Companion
(Less travel on feb)"
319501,"Avr|Jan Companion
(Less travel on jan)"
940711,"Avr|Mar Companion
(Less travel on mar)"
263433,"Avr|Nov Companion
(Less travel on nov)"
189817,"Avr|Feb Companion
(Less travel on feb)"
850123,"Winter Traveler
(December with someone)"
852394,"Avr|Point Acumulator
(No companions)"
414157,"Avr|Oct Companion
(Less travel on oct)"
684155,"Avr|Nov Companion
(Less travel on nov)"
777714,"Avr|May Companion
(Less travel on may)"
147891,"Avr|Mar Companion
(Less travel on mar)"
724660,"Avr|Dec Companion
(Less travel on dec)"
352078,"Avr|Oct Companion
(Less travel on oct)"
582427,"Avr|Feb Companion
(Less travel on feb)"
273198,"Avr|Oct Companion
(Less travel on oct)"
653637,"Avr|Point Acumulator
(No companions)"
217204,"Avr|Feb Companion
(Less travel on feb)"
627826,"Avr|Jan Companion
(Less travel on jan)"
481955,"Avr|Dec Companion
(Less travel on dec)"
716236,No Traveler
762474,"Winter Traveler
(December with someone)"
924793,"Avr|Dec Companion
(Less travel on dec)"
537038,"Avr|Mar Companion
(Less travel on mar)"
171257,"Avr|Feb Companion
(Less travel on feb)"
969913,"Avr|Jan Companion
(Less travel on jan)"
935738,"Avr|Dec Companion
(Less travel on dec)"
185285,"Holiday traveler
(summer companions, winter alone)"
714270,"Avr|Nov Companion
(Less travel on nov)"
562305,"Avr|Feb Companion
(Less travel on feb)"
615528,"Avr|Nov Companion
(Less travel on nov)"
420515,"Moderate travelers
(Current average)"
311952,No Traveler
320191,"Avr|Point Acumulator
(No companions)"
536603,"Few Trips a Year
(Traveling rarely)"
642000,"Avr|Mar Companion
(Less travel on mar)"
405698,No Traveler
593506,"Avr|Jun Companion
(Less travel on jun)"
496371,"Avr|Nov Companion
(Less travel on nov)"
631661,"Avr|Oct Companion
(Less travel on oct)"
207195,"Avr|May Companion
(Less travel on may)"
745290,"Avr|Nov Companion
(Less travel on nov)"
489956,"Avr|Feb Companion
(Less travel on feb)"
498793,"Avr|Mar Companion
(Less travel on mar)"
648365,"Avr|Point Acumulator
(No companions)"
709059,No Traveler
886677,"Avr|Point Acumulator
(No companions)"
889671,"Avr|May Companion
(Less travel on may)"
172135,"Few Trips a Year
(Traveling rarely)"
178403,"Avr|Jun Companion
(Less travel on jun)"
428536,"Moderate travelers
(Current average)"
969933,"Avr|Feb Companion
(Less travel on feb)"
190236,"Avr|Point Acumulator
(No companions)"
810071,"Avr|Mar Companion
(Less travel on mar)"
983900,"Avr|Nov Companion
(Less travel on nov)"
169525,"Avr|May Companion
(Less travel on may)"
270759,"Avr|Feb Companion
(Less travel on feb)"
514272,"Avr|Point Acumulator
(No companions)"
991210,No Traveler
371152,"Moderate travelers
(Current average)"
488799,"Moderate travelers
(Current average)"
766861,"Winter Traveler
(December with someone)"
744406,"Winter Traveler
(December with someone)"
171883,"Avr|Point Acumulator
(No companions)"
290902,"Avr|Nov Companion
(Less travel on nov)"
134273,"Avr|Nov Companion
(Less travel on nov)"
984545,"Avr|Jun Companion
(Less travel on jun)"
730641,"Avr|May Companion
(Less travel on may)"
502615,"Moderate travelers
(Current average)"
228151,"Avr|May Companion
(Less travel on may)"
286065,"Avr|Jun Companion
(Less travel on jun)"
385131,"Avr|Feb Companion
(Less travel on feb)"
543460,"Avr|Feb Companion
(Less travel on feb)"
668576,"Avr|Feb Companion
(Less travel on feb)"
861336,"Avr|Point Acumulator
(No companions)"
922351,"Avr|Jan Companion
(Less travel on jan)"
515663,"Avr|Mar Companion
(Less travel on mar)"
230763,"Avr|Jun Companion
(Less travel on jun)"
784356,"Few Trips a Year
(Traveling rarely)"
129510,"Few Trips a Year
(Traveling rarely)"
486812,No Traveler
640082,"Avr|Feb Companion
(Less travel on feb)"
968608,"Avr|Point Acumulator
(No companions)"
118332,"Avr|Oct Companion
(Less travel on oct)"
239892,"Avr|Point Acumulator
(No companions)"
413347,"Avr|Nov Companion
(Less travel on nov)"
269775,"Holiday traveler
(summer companions, winter alone)"
324506,"Avr|Mar Companion
(Less travel on mar)"
383202,"Avr|Point Acumulator
(No companions)"
585377,"Avr|May Companion
(Less travel on may)"
346384,"Avr|May Companion
(Less travel on may)"
183025,"Avr|Mar Companion
(Less travel on mar)"
380294,"Avr|Mar Companion
(Less travel on mar)"
602361,"Avr|Jun Companion
(Less travel on jun)"
573972,"Avr|Point Acumulator
(No companions)"
579581,"Avr|Jan Companion
(Less travel on jan)"
367774,"Avr|Point Acumulator
(No companions)"
352337,"Avr|Jun Companion
(Less travel on jun)"
123083,"Avr|May Companion
(Less travel on may)"
616641,No Traveler
872315,No Traveler
204311,No Traveler
539599,No Traveler
601597,"Few Trips a Year
(Traveling rarely)"
